id_numeric,title_clean,original_language,release_date,release_year,runtime,popularity,vote_average,vote_count,budget,revenue,roi,genres_str,years_since_release,vote_density
41497.0,American Soldiers: A Day in Iraq,en,2005-05-11,2005.0,103.0,0.347004,6.5,2.0,0.0,0.0,,"Drama, Action, History, Thriller, War",20.0,0.09523809523809523
47694.0,Temptress Moon,zh,1996-05-09,1996.0,130.0,1.136222,7.2,6.0,0.0,0.0,,"Drama, Foreign, Romance",29.0,0.2
59990.0,The Given Word,pt,1962-04-17,1962.0,98.0,0.904016,7.2,9.0,0.0,0.0,,Drama,63.0,0.140625
42513.0,Two English Girls,fr,1971-11-18,1971.0,130.0,1.66853,6.7,24.0,0.0,0.0,,"Romance, Drama",54.0,0.43636363636363634
118337.0,Zeta One,en,1969-12-01,1969.0,84.0,1.171242,4.3,9.0,0.0,0.0,,"Comedy, Fantasy, Science Fiction",56.0,0.15789473684210525
121498.0,Creep Van,en,2012-03-09,2012.0,90.0,0.761698,4.0,13.0,0.0,0.0,,Horror,13.0,0.9285714285714286
88863.0,Caught Up,en,1998-02-27,1998.0,97.0,5.824019,4.3,4.0,0.0,0.0,,"Drama, Thriller, Crime",27.0,0.14285714285714285
116904.0,Bar Girls,en,1994-09-15,1994.0,93.0,0.39401,4.0,2.0,0.0,0.0,,Romance,31.0,0.0625
347201.0,Boruto: Naruto the Movie,ja,2015-08-07,2015.0,100.0,7.245984,7.7,162.0,0.0,0.0,,"Action, Animation, Fantasy",10.0,14.727272727272727
63825.0,Aayitha Ezhuthu,ta,2004-05-21,2004.0,155.0,0.665428,6.8,8.0,0.0,0.0,,"Action, Drama, Romance",21.0,0.36363636363636365
332721.0,Dad's Army,en,2016-02-05,2016.0,100.0,6.558944,4.7,83.0,0.0,0.0,,Comedy,9.0,8.3
26849.0,The Missing Juror,en,1944-11-16,1944.0,66.0,0.64961,6.0,2.0,0.0,0.0,,Mystery,81.0,0.024390243902439025
79591.0,Ten Minutes Older: The Cello,ru,2002-09-03,2002.0,146.0,1.203539,6.6,8.0,0.0,0.0,,"Science Fiction, Drama, Romance",23.0,0.3333333333333333
77879.0,The Reunion,en,2011-10-21,2011.0,96.0,1.849497,5.4,32.0,6000000.0,0.0,0.0,"Drama, Action",14.0,2.1333333333333333
71133.0,"Totò, Peppino and... the Sweet Life",it,1961-03-23,1961.0,90.0,0.55459,6.2,7.0,0.0,0.0,,Comedy,64.0,0.1076923076923077
47055.0,Cool It,en,2010-11-08,2010.0,87.0,0.294104,6.0,2.0,0.0,0.0,,Documentary,15.0,0.125
343934.0,Staten Island Summer,en,2015-06-30,2015.0,108.0,6.277157,5.7,77.0,0.0,0.0,,Comedy,10.0,7.0
70585.0,Lucky,en,2011-07-15,2011.0,103.0,8.954166,4.9,31.0,0.0,0.0,,"Comedy, Romance",14.0,2.066666666666667
65683.0,Dil,hi,1990-06-22,1990.0,172.0,0.835895,6.9,6.0,0.0,0.0,,"Drama, Comedy, Romance, Foreign",35.0,0.16666666666666666
114246.0,Fantasma,en,2006-03-23,2006.0,63.0,0.499772,6.7,6.0,0.0,0.0,,Drama,19.0,0.3
171346.0,Torchy Blane in Panama,en,1938-05-07,1938.0,59.0,0.642796,6.0,2.0,0.0,0.0,,"Crime, Comedy",87.0,0.022727272727272728
92771.0,Daddy,ru,2004-09-09,2004.0,94.0,0.406193,5.3,3.0,0.0,0.0,,Drama,21.0,0.13636363636363635
238869.0,All Inclusive 2,ru,2013-10-03,2013.0,95.0,0.715996,3.9,5.0,0.0,0.0,,Comedy,12.0,0.38461538461538464
281780.0,Kundo: Age of the Rampant,ko,2014-07-23,2014.0,137.0,9.240619,6.8,41.0,0.0,0.0,,"Action, Drama",11.0,3.4166666666666665
208198.0,Moses and Aaron,de,1975-03-29,1975.0,107.0,0.112475,5.0,1.0,0.0,0.0,,"Drama, Music",50.0,0.0196078431372549
49695.0,Grass Labyrinth,ja,1979-01-01,1979.0,50.0,0.079542,8.0,6.0,0.0,0.0,,"Drama, Romance, Fantasy",46.0,0.1276595744680851
257407.0,Actress,en,2014-11-07,2014.0,86.0,0.528734,6.5,6.0,0.0,0.0,,Documentary,11.0,0.5
9027.0,The Guru,en,2002-08-21,2002.0,91.0,4.720788,5.1,76.0,0.0,0.0,,"Comedy, Romance",23.0,3.1666666666666665
40855.0,Sex Positive,en,2009-06-12,2009.0,75.0,0.79658,0.0,0.0,0.0,0.0,,Documentary,16.0,0.0
197239.0,The Gambler,en,1997-10-30,1997.0,97.0,1.650488,0.0,0.0,0.0,0.0,,,28.0,0.0
14833.0,House,en,2008-11-06,2008.0,101.0,2.429703,4.1,26.0,0.0,0.0,,"Drama, Horror, Thriller",17.0,1.4444444444444444
4701.0,A Tale of Two Cities,en,1958-02-07,1958.0,115.0,2.584719,6.1,9.0,0.0,0.0,,"Drama, History, Romance",67.0,0.1323529411764706
190250.0,ABE,en,2013-04-16,2013.0,8.0,1.586141,6.1,28.0,0.0,0.0,,"Science Fiction, Thriller",12.0,2.1538461538461537
454774.0,The Girl from the Song,en,2017-04-24,2017.0,102.0,1.072172,6.3,4.0,0.0,0.0,,"Drama, Music, Romance",8.0,0.4444444444444444
375898.0,Meet the Guilbys,fr,2016-01-20,2016.0,83.0,1.161943,5.2,14.0,0.0,0.0,,"Comedy, Drama",9.0,1.4
1911.0,The 13th Warrior,en,1999-08-27,1999.0,102.0,10.308026,6.4,524.0,160000000.0,61698899.0,0.38561811875,"Adventure, Fantasy, Action",26.0,19.40740740740741
130917.0,Tribute,en,1980-12-14,1980.0,121.0,0.695113,5.3,3.0,0.0,0.0,,Drama,45.0,0.06521739130434782
55787.0,Water for Elephants,en,2011-03-15,2011.0,120.0,7.649466,6.7,879.0,38000000.0,114156230.0,3.0041113157894737,"Drama, Romance",14.0,58.6
77118.0,I Accidentally Domed Your Son,en,2004-01-01,2004.0,0.0,0.039597,7.0,1.0,0.0,0.0,,"Action, Comedy",21.0,0.045454545454545456
242828.0,When Marnie Was There,ja,2014-07-19,2014.0,103.0,9.342061,7.8,345.0,0.0,561085.0,,"Animation, Drama",11.0,28.75
319352.0,The Birth of the Tramp,fr,2013-12-29,2013.0,52.0,0.769287,7.0,5.0,0.0,0.0,,"Documentary, TV Movie",12.0,0.38461538461538464
32105.0,Carry On Jack,en,1963-11-01,1963.0,87.0,1.685834,6.1,20.0,0.0,0.0,,Comedy,62.0,0.31746031746031744
86971.0,Miami Magma,en,2011-12-01,2011.0,84.0,0.55172,4.4,13.0,0.0,0.0,,"TV Movie, Action, Science Fiction",14.0,0.8666666666666667
256421.0,Superman 75,en,2013-10-15,2013.0,2.0,1.22198,7.4,19.0,0.0,0.0,,"Documentary, Animation",12.0,1.4615384615384615
206328.0,You Lucky Dog,en,1998-06-27,1998.0,0.0,0.166874,4.8,4.0,0.0,0.0,,,27.0,0.14285714285714285
1652.0,00 Schneider - Jagd auf Nihil Baxter,de,1994-12-21,1994.0,92.0,1.931299,6.5,16.0,0.0,0.0,,"Comedy, Crime",31.0,0.5
37820.0,Death in Brunswick,en,1990-11-08,1990.0,109.0,0.913987,6.1,7.0,0.0,0.0,,Drama,35.0,0.19444444444444445
327476.0,Reunion,en,2015-02-25,2015.0,88.0,1.1503,6.9,8.0,1432960.0,0.0,0.0,Comedy,10.0,0.7272727272727273
25010.0,The Flamingo Kid,en,1984-12-21,1984.0,100.0,4.418591,6.0,17.0,0.0,0.0,,"Comedy, Drama, Romance",41.0,0.40476190476190477
127594.0,CLONED: The Recreator Chronicles,en,2012-02-16,2012.0,91.0,2.475546,4.8,14.0,0.0,0.0,,Horror,13.0,1.0
83726.0,Beyond Therapy,en,1987-02-27,1987.0,93.0,0.647205,3.2,5.0,0.0,0.0,,Comedy,38.0,0.1282051282051282
323555.0,That Gal...Who Was in That Thing: That Guy 2,en,2015-03-07,2015.0,0.0,0.059585,7.0,1.0,0.0,0.0,,Documentary,10.0,0.09090909090909091
255391.0,Pecoross' Mother and Her Days,ja,2013-11-16,2013.0,113.0,0.287006,5.5,3.0,0.0,0.0,,"Comedy, Drama",12.0,0.23076923076923078
38119.0,Neil Young & Crazy Horse: Rust Never Sleeps,en,1979-08-15,1979.0,117.0,0.126661,8.5,2.0,0.0,0.0,,Music,46.0,0.0425531914893617
218425.0,Frequencies,en,2013-09-27,2013.0,105.0,4.701726,6.6,156.0,0.0,0.0,,"Romance, Science Fiction",12.0,12.0
2171.0,Wet Hot American Summer,en,2001-07-27,2001.0,97.0,6.386082,6.4,271.0,5000000.0,295206.0,0.0590412,Comedy,24.0,10.84
58051.0,Housefull,hi,2010-04-30,2010.0,135.0,1.974336,5.2,31.0,0.0,0.0,,"Comedy, Drama, Romance",15.0,1.9375
86463.0,D.O.A.,en,1980-09-12,1980.0,95.0,0.005351,2.4,4.0,0.0,0.0,,"Documentary, Music, History",45.0,0.08695652173913043
43240.0,Tammy and the Bachelor,en,1957-06-14,1957.0,89.0,0.922678,7.8,7.0,0.0,0.0,,"Comedy, Romance",68.0,0.10144927536231885
329135.0,O Kadhal Kanmani,ta,2015-04-17,2015.0,138.0,0.739665,5.8,12.0,940000.0,5100000.0,5.425531914893617,"Drama, Family, Romance",10.0,1.0909090909090908
46504.0,Guy and Madeline on a Park Bench,en,2009-04-23,2009.0,82.0,0.433573,6.0,11.0,0.0,0.0,,"Drama, Music, Romance",16.0,0.6470588235294118
15804.0,A Brighter Summer Day,zh,1991-07-27,1991.0,237.0,3.248978,8.4,45.0,0.0,0.0,,"Crime, Drama, Romance",34.0,1.2857142857142858
4911.0,Dark Blue,en,2002-12-14,2002.0,118.0,4.98408,6.5,86.0,15000000.0,9237470.0,0.6158313333333333,"Action, Crime, Drama, Thriller",23.0,3.5833333333333335
6691.0,Priceless,fr,2006-12-13,2006.0,104.0,6.18064,6.4,215.0,0.0,2036198.0,,"Drama, Comedy, Romance",19.0,10.75
3016.0,Dr. Jekyll and Mr. Hyde,en,1920-03-18,1920.0,67.0,1.562169,6.8,26.0,0.0,0.0,,"Drama, Horror, Science Fiction",105.0,0.24528301886792453
237791.0,The Way He Looks,pt,2014-03-28,2014.0,100.0,5.711274,8.1,262.0,0.0,0.0,,"Drama, Romance",11.0,21.833333333333332
36325.0,Bananas!*,en,2009-10-09,2009.0,87.0,0.502688,5.6,5.0,0.0,0.0,,Documentary,16.0,0.29411764705882354
13486.0,The Scorpion King: Rise of a Warrior,en,2008-07-19,2008.0,109.0,18.691187,4.3,138.0,0.0,0.0,,"Fantasy, Action, Adventure",17.0,7.666666666666667
296194.0,Comedy Central Roast of William Shatner,de,2006-08-20,2006.0,90.0,1.142292,6.6,11.0,0.0,0.0,,Comedy,19.0,0.55
43791.0,The Man Who Never Was,en,1956-03-15,1956.0,103.0,1.210668,6.8,24.0,0.0,0.0,,"Thriller, War, Drama, History",69.0,0.34285714285714286
10675.0,Frantic,en,1988-02-16,1988.0,120.0,8.105859,6.6,232.0,20000000.0,17637950.0,0.8818975,"Crime, Drama, Mystery, Thriller",37.0,6.105263157894737
258809.0,Broadway Bad,en,1933-02-24,1933.0,61.0,0.674997,6.0,1.0,0.0,0.0,,Drama,92.0,0.010752688172043012
4024.0,Last Year at Marienbad,fr,1961-05-25,1961.0,95.0,8.334883,7.6,103.0,0.0,0.0,,"Drama, Romance",64.0,1.5846153846153845
54198.0,My Boy,en,1921-12-01,1921.0,55.0,0.090443,6.0,1.0,0.0,0.0,,"Comedy, Drama",104.0,0.009523809523809525
58470.0,The Green Man,en,1956-12-21,1956.0,80.0,0.308907,6.6,6.0,0.0,0.0,,Comedy,69.0,0.08571428571428572
46783.0,Fiona,en,1998-01-01,1998.0,82.0,0.700147,5.7,5.0,0.0,0.0,,Drama,27.0,0.17857142857142858
80343.0,Lady Dragon,en,1992-03-13,1992.0,97.0,0.013945,5.7,5.0,0.0,0.0,,Action,33.0,0.14705882352941177
414827.0,Siccin 3: Cürmü Ask,tr,2016-09-02,2016.0,87.0,0.133286,10.0,2.0,0.0,0.0,,Horror,9.0,0.2
271677.0,The Hero: Love Story of a Spy,hi,2003-04-10,2003.0,160.0,0.735283,5.0,5.0,0.0,0.0,,"Thriller, Action, Adventure, Drama",22.0,0.21739130434782608
154779.0,Ed Hardy: Tattoo the World,en,2010-10-09,2010.0,74.0,0.041734,4.0,1.0,0.0,0.0,,Documentary,15.0,0.0625
55892.0,Mezzo Forte,ja,2000-05-25,2000.0,49.0,1.637685,6.0,7.0,0.0,0.0,,"Animation, Action, Thriller",25.0,0.2692307692307692
26316.0,Mosquito Squadron,en,1969-01-18,1969.0,86.0,1.433703,4.8,3.0,0.0,0.0,,"War, Drama",56.0,0.05263157894736842
71714.0,"Lucía, Lucía",es,2003-01-17,2003.0,110.0,0.831106,6.3,4.0,2750000.0,0.0,0.0,"Adventure, Drama, Comedy, Thriller, Crime, Romance, Foreign",22.0,0.17391304347826086
81623.0,The Colors of the Mountain,es,2011-04-27,2011.0,90.0,0.847384,7.5,14.0,0.0,0.0,,Drama,14.0,0.9333333333333333
10125.0,Fine Dead Girls,hr,2002-06-24,2002.0,77.0,0.427798,5.8,9.0,0.0,0.0,,"Thriller, Drama",23.0,0.375
45213.0,French Cancan,fr,1954-12-27,1954.0,102.0,0.764523,6.4,12.0,0.0,0.0,,"Romance, Comedy, Drama",71.0,0.16666666666666666
10661.0,You Don't Mess with the Zohan,en,2008-06-05,2008.0,113.0,13.116461,5.5,1068.0,90000000.0,201596308.0,2.239958977777778,"Comedy, Action",17.0,59.333333333333336
392961.0,Adam Green's Aladdin,en,2016-04-15,2016.0,80.0,0.591214,6.5,2.0,0.0,0.0,,"Comedy, Fantasy",9.0,0.2
14776.0,How to Get Ahead in Advertising,en,1989-05-05,1989.0,94.0,4.485466,6.4,29.0,0.0,0.0,,"Fantasy, Comedy",36.0,0.7837837837837838
309049.0,We Still Kill the Old Way,en,2014-12-12,2014.0,94.0,3.135108,5.3,23.0,0.0,0.0,,Crime,11.0,1.9166666666666667
107081.0,I due della legione,it,1962-08-16,1962.0,97.0,0.052494,0.0,0.0,0.0,0.0,,Comedy,63.0,0.0
446850.0,Three heroes and the King of the Sea,ru,2017-01-01,2017.0,75.0,0.468664,5.5,2.0,0.0,0.0,,,8.0,0.2222222222222222
137484.0,New Year,en,2011-03-13,2011.0,77.0,0.044016,5.0,1.0,0.0,0.0,,"Romance, Comedy, Drama",14.0,0.06666666666666667
110525.0,Four Sons,en,1940-06-14,1940.0,89.0,0.011337,0.0,0.0,0.0,0.0,,"Drama, History, War",85.0,0.0
55651.0,Kimjongilia,en,2009-01-01,2009.0,75.0,0.400267,5.5,4.0,0.0,0.0,,Documentary,16.0,0.23529411764705882
134375.0,Home Alone: The Holiday Heist,en,2012-11-25,2012.0,87.0,4.792279,5.3,54.0,0.0,0.0,,"Comedy, Crime, Family",13.0,3.857142857142857
272692.0,The Possession of Michael King,en,2014-08-22,2014.0,83.0,3.964299,5.7,129.0,0.0,0.0,,Horror,11.0,10.75
36561.0,I Am Dina,da,2002-03-08,2002.0,125.0,6.978177,5.5,10.0,0.0,0.0,,Drama,23.0,0.4166666666666667
348858.0,Scandal: Sex@students.edu,en,2001-03-03,2001.0,0.0,0.039199,4.0,1.0,0.0,0.0,,,24.0,0.04
58218.0,The Devil's Nightmare,en,1971-06-06,1971.0,95.0,1.57184,6.3,8.0,0.0,0.0,,"Horror, Fantasy",54.0,0.14545454545454545
9442.0,Dead Men Don't Wear Plaid,en,1982-05-21,1982.0,89.0,5.515136,6.5,104.0,0.0,18196170.0,,"Comedy, Mystery",43.0,2.3636363636363638
85658.0,All In This Tea,en,2007-04-14,2007.0,70.0,0.003682,0.0,0.0,0.0,0.0,,Documentary,18.0,0.0
297789.0,Angels of Revolution,ru,2014-11-05,2014.0,105.0,0.290199,6.8,5.0,0.0,0.0,,"Romance, Drama, History",11.0,0.4166666666666667
375366.0,The Girl with All the Gifts,en,2016-09-23,2016.0,110.0,10.444797,6.4,453.0,5005600.0,0.0,0.0,"Drama, Horror, Thriller",9.0,45.3
40121.0,Cheer Cheer Cheer!,en,2008-10-11,2008.0,114.0,0.195913,1.0,1.0,0.0,0.0,,Comedy,17.0,0.05555555555555555
32148.0,Space Mutiny,en,1988-01-01,1988.0,93.0,1.311115,2.3,18.0,0.0,0.0,,"Romance, Adventure, Science Fiction",37.0,0.47368421052631576
307930.0,The Paedophile Hunter,en,2014-10-01,2014.0,70.0,0.122378,7.0,3.0,0.0,0.0,,Documentary,11.0,0.25
11910.0,Hogfather,en,2006-12-18,2006.0,185.0,4.167059,6.9,41.0,9364800.0,0.0,0.0,"Drama, Fantasy",19.0,2.05
30304.0,Picture Bride,en,1995-05-05,1995.0,94.0,1.296912,7.4,5.0,0.0,0.0,,"Drama, History",30.0,0.16129032258064516
13553.0,The Driller Killer,en,1979-06-15,1979.0,96.0,2.773173,4.9,40.0,0.0,0.0,,"Drama, Horror",46.0,0.851063829787234
369299.0,Why Blame It on the Child?,es,2016-05-13,2016.0,105.0,15.918466,6.7,87.0,0.0,0.0,,"Comedy, Romance",9.0,8.7
420648.0,The Bar,es,2017-03-24,2017.0,0.0,20.720113,6.3,122.0,0.0,0.0,,"Horror, Thriller, Comedy",8.0,13.555555555555555
63004.0,Don't Die Without Telling Me Where You're Going,es,1995-05-04,1995.0,130.0,0.075991,7.3,2.0,0.0,0.0,,Drama,30.0,0.06451612903225806
93521.0,Symphonie diagonale,de,1924-11-04,1924.0,5.0,0.710381,5.3,12.0,0.0,0.0,,Animation,101.0,0.11764705882352941
69722.0,Songwriter,en,1984-10-14,1984.0,94.0,0.038639,6.0,1.0,0.0,0.0,,Drama,41.0,0.023809523809523808
94739.0,The Duke Is Tops,en,1938-01-02,1938.0,63.0,0.328687,6.0,1.0,0.0,0.0,,Music,87.0,0.011363636363636364
10773.0,Mrs Henderson Presents,en,2005-09-09,2005.0,103.0,4.133619,6.4,62.0,0.0,0.0,,"Comedy, Drama",20.0,2.9523809523809526
36550.0,Jack and the Beanstalk,en,2009-11-06,2009.0,94.0,2.157779,5.8,22.0,0.0,0.0,,"Adventure, Comedy, Family, Fantasy",16.0,1.2941176470588236
18815.0,Glowing Stars,en,2009-01-30,2009.0,90.0,0.315333,6.9,5.0,0.0,0.0,,Drama,16.0,0.29411764705882354
123235.0,Paris-Manhattan,fr,2012-07-16,2012.0,79.0,4.200272,5.3,67.0,0.0,0.0,,"Comedy, Romance",13.0,4.785714285714286
10780.0,Overboard,en,1987-12-16,1987.0,106.0,5.549621,6.7,240.0,1880006.0,26713187.0,14.209096673095724,"Comedy, Romance",38.0,6.153846153846154
49026.0,The Dark Knight Rises,en,2012-07-16,2012.0,165.0,20.58258,7.6,9263.0,250000000.0,1084939099.0,4.339756396,"Action, Crime, Drama, Thriller",13.0,661.6428571428571
27074.0,Oklahoma!,en,1999-09-26,1999.0,180.0,0.871076,4.6,6.0,0.0,0.0,,"Western, Music, Romance",26.0,0.2222222222222222
157856.0,Once Upon a Time,da,1922-10-02,1922.0,75.0,0.204375,6.0,2.0,0.0,0.0,,,103.0,0.019230769230769232
109891.0,Our Modern Maidens,en,1929-09-08,1929.0,76.0,0.378651,0.0,0.0,0.0,0.0,,"Drama, Comedy",96.0,0.0
134409.0,Decoding Deepak,en,2012-03-11,2012.0,83.0,0.581747,0.0,0.0,0.0,0.0,,Documentary,13.0,0.0
53914.0,The Story of Piera,it,1983-02-02,1983.0,105.0,1.44879,5.5,6.0,0.0,0.0,,Drama,42.0,0.13953488372093023
28209.0,Emmanuelle II,fr,1975-12-15,1975.0,84.0,3.476536,4.9,15.0,0.0,0.0,,"Drama, Romance",50.0,0.29411764705882354
26245.0,Dark Prince: The True Story of Dracula,en,2000-10-31,2000.0,92.0,1.821845,6.2,16.0,0.0,0.0,,Horror,25.0,0.6153846153846154
208579.0,The Rites of May,tl,1977-01-13,1977.0,105.0,0.000308,9.5,1.0,0.0,0.0,,Horror,48.0,0.02040816326530612
10008.0,An American Haunting,en,2005-05-05,2005.0,83.0,5.026855,5.3,143.0,0.0,0.0,,"Horror, Thriller",20.0,6.809523809523809
19087.0,LadyBugs,en,1992-03-27,1992.0,90.0,2.386817,5.3,35.0,0.0,0.0,,"Comedy, Family",33.0,1.0294117647058822
86517.0,It's Such a Beautiful Day,en,2011-11-17,2011.0,23.0,0.576007,8.6,15.0,0.0,0.0,,"Drama, Comedy, Animation",14.0,1.0
140781.0,Daylight,en,2011-07-17,2011.0,74.0,0.062936,5.0,1.0,0.0,0.0,,"Thriller, Horror",14.0,0.06666666666666667
67687.0,The Stepmother,ru,1973-06-06,1973.0,85.0,0.000308,7.0,1.0,0.0,0.0,,Drama,52.0,0.018867924528301886
107056.0,The Dancing Hawk,pl,1978-01-20,1978.0,98.0,4e-06,0.0,0.0,0.0,0.0,,,47.0,0.0
